Domain,Receive Time,Serial #,Type,Threat/Content Type,Config Version,Generate Time,Source address,Destination address,NAT Source IP,NAT Destination IP,Rule,Source User,Destination User,Application,Virtual System,Source Zone,Destination Zone,Inbound Interface,Outbound Interface,Log Action,Time Logged,Session ID,Repeat Count,Source Port,Destination Port,NAT Source Port,NAT Destination Port,Flags,IP Protocol,Action,URL/Filename,Threat/Content Name,Category,Severity,Direction,Sequence Number,Action Flags,Source Country,Destination Country,cpadding,contenttype,pcap_id,filedigest,cloud,url_idx,user_agent,filetype,xff,referer,sender,subject,recipient,reportid,DG Hierarchy Level 1,DG Hierarchy Level 2,DG Hierarchy Level 3,DG Hierarchy Level 4,Virtual System Name,Device Name,file_url,Source VM UUID,Destination VM UUID,http_method,Tunnel ID/IMSI,Monitor Tag/IMEI,Parent Session ID,Parent Session Start Time,Tunnel,thr_category,contentver,sig_flags,SCTP Association ID,Payload Protocol ID,http_headers,URL Category List,UUID for rule,HTTP/2 Connection,dynusergroup_name,XFF address,Source Device Category,Source Device Profile,Source Device Model,Source Device Vendor,Source Device OS Family,Source Device OS Version,Source Hostname,Source Mac Address,Destination Device Category,Destination Device Profile,Destination Device Model,Destination Device Vendor,Destination Device OS Family,Destination Device OS Version,Destination Hostname,Destination Mac Address,Container ID,POD Namespace,POD Name,Source External Dynamic List,Destination External Dynamic List,Host ID,Serial Number,domain_edl,Source Dynamic Address Group,Destination Dynamic Address Group,partial_hash,Timestamp,,,
1,2021-04-20 17:28:35,12801044041,THREAT,spyware,2560,2021-04-20 17:28:35,172.31.99.248,216.58.203.68,,,rule1,,,google-base,vsys1,AdminNet_To_Core_Router,AdminNet,ethernet1/4,ethernet1/3,,2021-04-20 17:28:35,520,1,62050,443,0,0,0x80003400,tcp,alert,www.google.com/,Suspicious TLS Evasion Found(14978),search-engines,informational,client-to-server,21230725,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:28:36.667+08:00,,,
1,2021-04-20 17:28:35,12801044041,THREAT,spyware,2560,2021-04-20 17:28:35,172.31.99.248,216.58.203.68,202.129.165.66,216.58.203.68,rule1,,,google-base,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 17:28:35,4790,1,62050,443,43549,443,0x80403400,tcp,alert,www.google.com/,Suspicious TLS Evasion Found(14978),search-engines,informational,client-to-server,21230724,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:28:36.666+08:00,,,
1,2021-04-20 17:27:26,12801044041,THREAT,spyware,2560,2021-04-20 17:27:26,192.168.143.10,52.114.158.91,202.129.165.66,52.114.158.91,rule1,anonymizedUser,,ssl,vsys1,VPN-Zone,Real_Internet,tunnel.10,ethernet1/1,,2021-04-20 17:27:26,992,1,12323,443,17088,443,0x80403400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21230686,0x2000000000000000,192.168.0.0-192.168.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:27:26.498+08:00,,,
1,2021-04-20 17:27:12,12801044041,THREAT,scan,2560,2021-04-20 17:27:12,172.31.99.248,35.213.89.114,,,,,,not-applicable,vsys1,CR_LAN,Real_Internet,ethernet1/2,,,2021-04-20 17:27:12,0,1,62021,443,0,0,0x2000,tcp,drop,,SCAN: Host Sweep(8002),any,medium,client-to-server,21230657,0x2000000000000000,172.16.0.0-172.31.255.255,Japan,0,,0,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,scan,AppThreat-0-0,0x0,0,4294967295,,,,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:27:13.086+08:00,,,0
1,2021-04-20 17:27:11,12801044041,THREAT,scan,2560,2021-04-20 17:27:11,172.31.99.248,157.240.15.35,,,,,,not-applicable,vsys1,CR_LAN,Real_Internet,ethernet1/2,,,2021-04-20 17:27:11,0,1,61953,443,0,0,0x2000,udp,drop,,SCAN: Host Sweep(8002),any,medium,client-to-server,21230640,0x2000000000000000,172.16.0.0-172.31.255.255,Singapore,0,,0,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,scan,AppThreat-0-0,0x0,0,4294967295,,,,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:27:12.086+08:00,,,0
1,2021-04-20 17:27:06,12801044041,THREAT,spyware,2560,2021-04-20 17:27:06,172.31.99.248,108.174.11.69,202.129.165.66,108.174.11.69,rule1,,,ssl,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 17:27:06,8679,1,62005,443,29144,443,0x80403400,tcp,alert,px.ads.linkedin.com/,Suspicious TLS Evasion Found(14978),social-networking,informational,client-to-server,21230581,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:27:06.830+08:00,,,
1,2021-04-20 17:27:06,12801044041,THREAT,spyware,2560,2021-04-20 17:27:06,172.31.99.248,108.174.11.69,,,rule1,,,ssl,vsys1,AdminNet_To_Core_Router,AdminNet,ethernet1/4,ethernet1/3,,2021-04-20 17:27:06,65430,1,62005,443,0,0,0x80003400,tcp,alert,px.ads.linkedin.com/,Suspicious TLS Evasion Found(14978),social-networking,informational,client-to-server,21230580,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:27:06.805+08:00,,,
1,2021-04-20 17:27:06,12801044041,THREAT,spyware,2560,2021-04-20 17:27:06,172.31.99.248,52.193.201.161,,,rule1,,,ssl,vsys1,AdminNet_To_Core_Router,AdminNet,ethernet1/4,ethernet1/3,,2021-04-20 17:27:06,2956,1,62006,443,0,0,0x80003400,tcp,alert,d.adroll.mgr.consensu.org/,Suspicious TLS Evasion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2021-04-20 17:27:06,12801044041,THREAT,spyware,2560,2021-04-20 17:27:06,172.31.99.248,52.193.201.161,202.129.165.66,52.193.201.161,rule1,,,ssl,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 17:27:06,56473,1,62006,443,15977,443,0x80403400,tcp,alert,d.adroll.mgr.consensu.org/,Suspicious TLS Evasion Found(14978),business-and-economy,informational,client-to-server,21230578,0x2000000000000000,172.16.0.0-172.31.255.255,Japan,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:27:06.796+08:00,,,
1,2021-04-20 17:27:03,12801044041,THREAT,spyware,2560,2021-04-20 17:27:03,172.31.99.248,172.217.174.170,,,rule1,,,google-base,vsys1,AdminNet_To_Core_Router,AdminNet,ethernet1/4,ethernet1/3,,2021-04-20 17:27:03,64684,1,61993,443,0,0,0x80003400,tcp,alert,content-autofill.googleapis.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21230577,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:27:03.761+08:00,,,
1,2021-04-20 17:27:03,12801044041,THREAT,spyware,2560,2021-04-20 17:27:03,172.31.99.248,172.217.174.170,202.129.165.66,172.217.174.170,rule1,,,google-base,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 17:27:03,64658,1,61993,443,31798,443,0x80403400,tcp,alert,content-autofill.googleapis.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21230576,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:27:03.228+08:00,,,
1,2021-04-20 17:23:17,12801044041,THREAT,scan,2560,2021-04-20 17:23:17,172.31.99.248,99.86.173.89,,,,,,not-applicable,vsys1,CR_LAN,Real_Internet,ethernet1/2,,,2021-04-20 17:23:17,0,1,61933,443,0,0,0x2000,tcp,drop,,SCAN:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2021-04-20 17:23:17,12801044041,THREAT,spyware,2560,2021-04-20 17:23:17,172.31.99.248,216.58.221.194,,,rule1,,,google-base,vsys1,AdminNet_To_Core_Router,AdminNet,ethernet1/4,ethernet1/3,,2021-04-20 17:23:17,65346,1,61952,443,0,0,0x80003400,tcp,alert,cm.g.doubleclick.net/,Suspicious TLS Evasion Found(14978),web-advertisements,informational,client-to-server,21230428,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:23:17.848+08:00,,,
1,2021-04-20 17:23:17,12801044041,THREAT,spyware,2560,2021-04-20 17:23:17,172.31.99.248,216.58.221.194,202.129.165.66,216.58.221.194,rule1,,,google-base,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 17:23:17,2402,1,61952,443,54668,443,0x80403400,tcp,alert,cm.g.doubleclick.net/,Suspicious TLS Evasion Found(14978),web-advertisements,informational,client-to-server,21230427,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:23:17.848+08:00,,,
1,2021-04-20 17:23:11,12801044041,THREAT,spyware,2560,2021-04-20 17:23:11,172.31.99.248,18.176.3.130,,,rule1,,,ssl,vsys1,AdminNet_To_Core_Router,AdminNet,ethernet1/4,ethernet1/3,,2021-04-20 17:23:11,64541,1,61930,443,0,0,0x80003400,tcp,alert,d.adroll.com/,Suspicious TLS Evasion Found(14978),business-and-economy,informational,client-to-server,21230394,0x2000000000000000,172.16.0.0-172.31.255.255,Japan,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:23:12.568+08:00,,,
1,2021-04-20 17:23:11,12801044041,THREAT,spyware,2560,2021-04-20 17:23:11,172.31.99.248,18.176.3.130,202.129.165.66,18.176.3.130,rule1,,,ssl,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 17:23:11,24428,1,61930,443,61437,443,0x80403400,tcp,alert,d.adroll.com/,Suspicious TLS Evasion Found(14978),business-and-economy,informational,client-to-server,21230393,0x2000000000000000,172.16.0.0-172.31.255.255,Japan,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:23:12.491+08:00,,,
1,2021-04-20 17:23:11,12801044041,THREAT,spyware,2560,2021-04-20 17:23:11,172.31.99.248,18.182.124.126,202.129.165.66,18.182.124.126,rule1,,,ssl,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 17:23:11,64643,1,61928,443,20869,443,0x80403400,tcp,alert,d.adroll.mgr.consensu.org/,Suspicious TLS Evasion Found(14978),business-and-economy,informational,client-to-server,21230392,0x2000000000000000,172.16.0.0-172.31.255.255,Japan,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:23:12.460+08:00,,,
1,2021-04-20 17:23:11,12801044041,THREAT,spyware,2560,2021-04-20 17:23:11,172.31.99.248,18.182.124.126,,,rule1,,,ssl,vsys1,AdminNet_To_Core_Router,AdminNet,ethernet1/4,ethernet1/3,,2021-04-20 17:23:11,56,1,61928,443,0,0,0x80003400,tcp,alert,d.adroll.mgr.consensu.org/,Suspicious TLS Evasion Found(14978),business-and-economy,informational,client-to-server,21230391,0x2000000000000000,172.16.0.0-172.31.255.255,Japan,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:23:12.448+08:00,,,
1,2021-04-20 17:23:11,12801044041,THREAT,spyware,2560,2021-04-20 17:23:11,172.31.99.248,18.182.124.126,,,rule1,,,ssl,vsys1,AdminNet_To_Core_Router,AdminNet,ethernet1/4,ethernet1/3,,2021-04-20 17:23:11,532,1,61925,443,0,0,0x80003400,tcp,alert,d.adroll.mgr.consensu.org/,Suspicious TLS Evasion Found(14978),business-and-economy,informational,client-to-server,21230390,0x2000000000000000,172.16.0.0-172.31.255.255,Japan,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:23:12.298+08:00,,,
1,2021-04-20 17:23:11,12801044041,THREAT,spyware,2560,2021-04-20 17:23:11,172.31.99.248,18.182.124.126,202.129.165.66,18.182.124.126,rule1,,,ssl,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 17:23:11,7435,1,61925,443,9066,443,0x80403400,tcp,alert,d.adroll.mgr.consensu.org/,Suspicious TLS Evasion Found(14978),business-and-economy,informational,client-to-server,21230389,0x2000000000000000,172.16.0.0-172.31.255.255,Japan,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:23:12.297+08:00,,,
1,2021-04-20 17:23:09,12801044041,THREAT,spyware,2560,2021-04-20 17:23:09,172.31.99.248,54.148.169.229,,,rule1,,,ssl,vsys1,AdminNet_To_Core_Router,AdminNet,ethernet1/4,ethernet1/3,,2021-04-20 17:23:09,63025,1,61923,443,0,0,0x80003400,tcp,alert,api.segment.io/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21230387,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:23:10.470+08:00,,,
1,2021-04-20 17:23:09,12801044041,THREAT,spyware,2560,2021-04-20 17:23:09,172.31.99.248,54.148.169.229,202.129.165.66,54.148.169.229,rule1,,,ssl,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 17:23:09,59817,1,61923,443,32465,443,0x80403400,tcp,alert,api.segment.io/,Suspicious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2021-04-20 17:23:05,12801044041,THREAT,scan,2560,2021-04-20 17:23:05,172.31.99.248,52.192.6.28,,,,,,not-applicable,vsys1,CR_LAN,Real_Internet,ethernet1/2,,,2021-04-20 17:23:05,0,1,61887,443,0,0,0x2000,tcp,drop,,SCAN: Host Sweep(8002),any,medium,client-to-server,21230366,0x2000000000000000,172.16.0.0-172.31.255.255,Japan,0,,0,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,scan,AppThreat-0-0,0x0,0,4294967295,,,,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:23:06.066+08:00,,,0
1,2021-04-20 17:23:00,12801044041,THREAT,spyware,2560,2021-04-20 17:23:00,172.31.99.248,172.217.31.66,,,rule1,,,google-base,vsys1,AdminNet_To_Core_Router,AdminNet,ethernet1/4,ethernet1/3,,2021-04-20 17:23:00,6520,1,61913,443,0,0,0x80003400,tcp,alert,googleads.g.doubleclick.net/,Suspicious TLS Evasion Found(14978),web-advertisements,informational,client-to-server,21230335,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:23:01.068+08:00,,,
1,2021-04-20 17:23:00,12801044041,THREAT,spyware,2560,2021-04-20 17:23:00,172.31.99.248,172.217.31.66,202.129.165.66,172.217.31.66,rule1,,,google-base,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 17:23:00,65253,1,61913,443,39219,443,0x80403400,tcp,alert,googleads.g.doubleclick.net/,Suspicious TLS Evasion Found(14978),web-advertisements,informational,client-to-server,21230334,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:23:01.067+08:00,,,
1,2021-04-20 17:23:00,12801044041,THREAT,spyware,2560,2021-04-20 17:23:00,172.31.99.248,172.217.31.66,,,rule1,,,google-base,vsys1,AdminNet_To_Core_Router,AdminNet,ethernet1/4,ethernet1/3,,2021-04-20 17:23:00,6505,1,61912,443,0,0,0x80003400,tcp,alert,googleads.g.doubleclick.net/,Suspicious TLS Evasion Found(14978),web-advertisements,informational,client-to-server,21230333,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:23:01.064+08:00,,,
1,2021-04-20 17:23:00,12801044041,THREAT,spyware,2560,2021-04-20 17:23:00,172.31.99.248,172.217.31.66,202.129.165.66,172.217.31.66,rule1,,,google-base,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 17:23:00,59729,1,61912,443,5404,443,0x80403400,tcp,alert,googleads.g.doubleclick.net/,Suspicious TLS Evasion Found(14978),web-advertisements,informational,client-to-server,21230332,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:23:01.064+08:00,,,
1,2021-04-20 17:22:58,12801044041,THREAT,scan,2560,2021-04-20 17:22:58,172.31.99.248,151.101.1.140,,,,,,not-applicable,vsys1,CR_LAN,Real_Internet,ethernet1/2,,,2021-04-20 17:22:58,0,1,61866,443,0,0,0x2000,tcp,drop,,SCAN: Host Sweep(8002),any,medium,client-to-server,21230312,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,0,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,scan,AppThreat-0-0,0x0,0,4294967295,,,,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:22:59.066+08:00,,,0
1,2021-04-20 17:22:57,12801044041,THREAT,spyware,2560,2021-04-20 17:22:57,172.31.99.248,108.174.11.69,202.129.165.66,108.174.11.69,rule1,,,ssl,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 17:22:57,4975,1,61908,443,59908,443,0x80403400,tcp,alert,px.ads.linkedin.com/,Suspicious TLS Evasion Found(14978),social-networking,informational,client-to-server,21230304,0x2000000000000000,172.16.0.0-172.31.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:22:58.065+08:00,,,
1,2021-04-20 17:18:06,12801044041,THREAT,spyware,2560,2021-04-20 17:18:06,192.168.143.10,52.114.76.34,202.129.165.66,52.114.76.34,rule1,anonymizedUser,,ssl,vsys1,VPN-Zone,Real_Internet,tunnel.10,ethernet1/1,,2021-04-20 17:18:06,30245,1,1047,443,3648,443,0x80403400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21229962,0x2000000000000000,192.168.0.0-192.168.255.255,Ireland,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:18:07.395+08:00,,,
1,2021-04-20 17:18:02,12801044041,THREAT,spyware,2560,2021-04-20 17:18:02,192.168.143.10,54.148.233.111,202.129.165.66,54.148.233.111,rule1,anonymizedUser,,ssl,vsys1,VPN-Zone,Real_Internet,tunnel.10,ethernet1/1,,2021-04-20 17:18:02,409,1,20124,443,39601,443,0x80403400,tcp,alert,push.services.mozilla.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21229959,0x2000000000000000,192.168.0.0-192.168.255.255,United States,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:18:02.856+08:00,,,
1,2021-04-20 17:10:58,12801044041,THREAT,spyware,2560,2021-04-20 17:10:58,172.31.99.248,52.114.20.14,202.129.165.66,52.114.20.14,rule1,,,ssl,vsys1,CR_LAN,Real_Internet,ethernet1/2,ethernet1/1,,2021-04-20 17:10:58,60337,1,61756,443,2531,443,0x80403400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21229837,0x2000000000000000,172.16.0.0-172.31.255.255,Australia,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:10:59.218+08:00,,,
1,2021-04-20 17:10:58,12801044041,THREAT,spyware,2560,2021-04-20 17:10:58,172.31.99.248,52.114.20.14,,,rule1,,,ssl,vsys1,AdminNet_To_Core_Router,AdminNet,ethernet1/4,ethernet1/3,,2021-04-20 17:10:58,60955,1,61756,443,0,0,0x80003400,tcp,alert,v10.events.data.microsoft.com/,Suspicious TLS Evasion Found(14978),computer-and-internet-info,informational,client-to-server,21229836,0x2000000000000000,172.16.0.0-172.31.255.255,Australia,0,,1.21E+18,,,0,,,,,,,,0,0,0,0,0,,CTS-MY-CTS-HCR,,,,,0,,0,,N/A,spyware,AppThreat-8397-6642,0x0,0,4294967295,,,65cf9b30-33a9-4870-9128-05276b07df04,0,,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2021-04-20T17:10:59.123+08:00,,,
